disturbance,h_scale,load_level,t_event,i_gentrip,seed,run_id,f_nadir_hz,f_zenith_hz,rocof_hz_s,settling_s,f_min_hz,f_max_hz,converged,runtime_s
baseline,0.5238062933784497,0.8594732804472891,0.0,0,54,54,0.0010260422587222706,0.001524547070545168,0.001392071440236009,0.0,59.99897395774128,60.001524547070545,True,41.108
baseline,1.3559422720219734,1.1843263093477783,0.0,0,55,55,0.0005769778478708076,0.0007517498317284321,0.000600662646093042,0.0,59.99942302215213,60.00075174983173,True,41.51
baseline,1.4179589332547486,0.8932781209113171,0.0,0,56,56,0.0005636106709161481,0.0007303006734957762,0.0005757579634746435,0.0,59.999436389329084,60.000730300673496,True,40.922
baseline,0.7797123363001596,0.8263434283399783,0.0,0,57,57,0.0007499689160326284,0.001230606779628829,0.000992590713835284,0.0,59.99925003108397,60.00123060677963,True,40.92
baseline,0.5624640165244356,1.1178350468336198,0.0,0,58,58,0.0009752455894229684,0.0014448643429290087,0.0013120008337352829,0.0,59.99902475441058,60.00144486434293,True,40.879
baseline,0.5762073069171898,1.0942975408199398,0.0,0,59,59,0.0009580954111356732,0.0014327916709504507,0.0012857433546997754,0.0,59.999041904588864,60.00143279167095,True,41.13
baseline,0.6459009284098871,0.9879647217361884,0.0,0,60,60,0.0008776147224409669,0.0013676114290390728,0.001167520456348825,0.0,59.99912238527756,60.00136761142904,True,41.096
baseline,1.2987371620105281,1.1085415097647027,0.0,0,61,61,0.000589967183920237,0.0007713489350962277,0.0006255250619346953,0.0,59.99941003281608,60.000771348935096,True,41.031
baseline,1.006184880165959,1.1724980475700175,0.0,0,62,62,0.0006687585516260697,0.0009958176524449414,0.0007913173248397243,0.0,59.999331241448374,60.000995817652445,True,41.497
baseline,1.2518690139156394,1.1649787518964168,0.0,0,63,63,0.0006011216713375234,0.0007872174709433466,0.000647408538441141,0.0,59.99939887832866,60.00078721747094,True,41.275
baseline,1.0842575562836896,1.0758558624757697,0.0,0,64,64,0.0006453848667433704,0.0009196336828836138,0.0007393262502830567,0.0,59.99935461513326,60.000919633682884,True,40.862
baseline,0.8087450080358234,1.1292633278800004,0.0,0,65,65,0.0007382127710968689,0.0012000335953743502,0.0009613303021183128,0.0,59.9992617872289,60.001200033595374,True,40.752
baseline,0.7129238118605933,1.153746265878897,0.0,0,66,66,0.0008090910610931701,0.0013002159067525554,0.0010728095519141334,0.0,59.99919090893891,60.00130021590675,True,40.928
baseline,0.5073306459546136,0.95028834994079,0.0,0,67,67,0.0010489243960023487,0.0015595725298496177,0.0014293282210076086,0.0,59.998951075604,60.00155957252985,True,40.959
baseline,0.9569647054142961,1.0465445448854895,0.0,0,68,68,0.0006845675439564047,0.0010454874641325773,0.0008279141096068088,0.0,59.999315432456044,60.00104548746413,True,41.139
baseline,0.8544001099311519,0.9795966897241882,0.0,0,69,69,0.0007206156986327983,0.0011519498421250773,0.0009159336131148166,0.0,59.99927938430137,60.001151949842125,True,41.051
baseline,1.4840921798916553,0.8696916601502015,0.0,0,70,70,0.0005501053095500197,0.0007073106383757022,0.0005512803627283347,0.0,59.99944989469045,60.000707310638376,True,41.23
baseline,1.0490963437183347,1.0345603928112153,0.0,0,71,71,0.0006556678973126395,0.0009535160941780418,0.000761894195946411,0.0,59.99934433210269,60.00095351609418,True,41.532
baseline,0.5192001104510136,1.0415461273997704,0.0,0,72,72,0.0010323618389520561,0.0015343371240348347,0.0014022967183535684,0.0,59.99896763816105,60.001534337124035,True,40.976
baseline,0.8978936414208445,0.8207912063872953,0.0,0,73,73,0.0007047776434632169,0.0011064242086789022,0.0008764599741084567,0.0,59.99929522235654,60.00110642420868,True,40.825
baseline,0.791217517613527,1.084691545928642,0.0,0,74,74,0.0007452549421529397,0.0012185005753764244,0.0009799654014841508,0.0,59.99925474505785,60.001218500575376,True,40.881
baseline,1.2309480702582147,0.8384309179022077,0.0,0,75,75,0.0006062596621561056,0.0007942363029798116,0.0006576570427085926,0.0,59.999393740337844,60.00079423630298,True,41.161
baseline,0.7609229634634487,1.0536440493195023,0.0,0,76,76,0.0007645392205830603,0.0012503292348569062,0.0010139247030593879,0.0,59.99923546077942,60.00125032923486,True,41.402
baseline,0.5356107756811956,0.9915385266496988,0.0,0,77,77,0.0010101138178555402,0.0014994930343377177,0.0013665816319274882,0.0,59.998989886182144,60.00149949303434,True,41.098
baseline,0.6976575756077138,0.8435856283457208,0.0,0,78,78,0.000824016169225672,0.0013158549405005715,0.0010929983123730835,0.0,59.999175983830774,60.0013158549405,True,41.098
baseline,1.384232962622479,0.8828471368020887,0.0,0,79,79,0.0005707916351838094,0.0007419852283945261,0.0005890521563856055,0.0,59.999429208364816,60.000741985228395,True,41.422
baseline,1.071338147938579,0.9431103107230859,0.0,0,80,80,0.0006491186086989842,0.0009319978308965915,0.0007474652518624225,0.0,59.9993508813913,60.0009319978309,True,40.76
